kW,HP,FLC_Star,FLC_Delta,MPCB_Schneider_Model,MPCB_Schneider_Range,MPCB_Schneider_Next_Model,MPCB_Schneider_Next_Range,MPCB_ABB_Model,MPCB_ABB_Range,Contactor_ABB,Contactor_ABB_Amp,Contactor_Siemens,Contactor_Siemens_Amp,Contactor_L&T,Contactor_L&T_Amp,Cable_Al,Cable_Cu,Cable_Gland,Bearing_ABB_DE,Bearing_ABB_NDE,Bearing_Siemens_DE,Bearing_Siemens_NDE
125.8,168.7,226.44,392.19,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
126.17,169.19,227.11,393.35,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
126.54,169.69,227.77,394.5,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
126.91,170.19,228.44,395.66,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
127.28,170.68,229.1,396.8,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
127.65,171.18,229.77,397.96,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
128.02,171.67,230.44,399.12,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
128.39,172.17,231.1,400.27,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
128.76,172.67,231.77,401.43,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
129.13,173.16,232.43,402.57,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
129.5,173.66,233.1,403.73,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
129.87,174.16,233.77,404.89,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
130.24,174.65,234.43,406.03,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
130.61,175.15,235.1,407.19,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
130.98,175.64,235.76,408.34,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
131.35,176.14,236.43,409.5,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
131.72,176.64,237.1,410.66,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
132.09,177.13,237.76,411.8,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
132.46,177.63,238.43,412.96,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
132.83,178.13,239.09,414.1,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
133.2,178.62,239.76,415.26,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
133.57,179.12,240.43,416.42,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
133.94,179.61,241.09,417.57,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
134.31,180.11,241.76,418.73,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
134.68,180.61,242.42,419.87,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
135.05,181.1,243.09,421.03,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
135.42,181.6,243.76,422.19,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
135.79,182.09,244.42,423.34,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
136.16,182.59,245.09,424.5,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
136.53,183.09,245.75,425.64,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
136.9,183.58,246.42,426.8,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
137.27,184.08,247.09,427.96,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
137.64,184.58,247.75,429.1,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
138.01,185.07,248.42,430.26,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
138.38,185.57,249.08,431.41,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
138.75,186.06,249.75,432.57,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
139.12,186.56,250.42,433.73,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
139.49,187.06,251.08,434.87,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
139.86,187.55,251.75,436.03,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
140.23,188.05,252.41,437.17,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
140.6,188.54,253.08,438.33,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
140.97,189.04,253.75,439.5,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
141.34,189.54,254.41,440.64,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
141.71,190.03,255.08,441.8,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
142.08,190.53,255.74,442.94,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
142.45,191.03,256.41,444.1,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
142.82,191.52,257.08,445.26,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
143.19,192.02,257.74,446.41,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
143.56,192.51,258.41,447.57,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
143.93,193.01,259.07,448.71,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
144.3,193.51,259.74,449.87,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
144.67,194.0,260.41,451.03,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
145.04,194.5,261.07,452.17,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
145.41,194.99,261.74,453.33,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
145.78,195.49,262.4,454.48,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
146.15,195.99,263.07,455.64,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
146.52,196.48,263.74,456.8,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
146.89,196.98,264.4,457.94,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
147.26,197.48,265.07,459.1,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
147.63,197.97,265.73,460.24,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
148.0,198.47,266.4,461.4,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
148.37,198.96,267.07,462.57,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
148.74,199.46,267.73,463.71,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
149.11,199.96,268.4,464.87,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
149.48,200.45,269.06,466.01,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
149.85,200.95,269.73,467.17,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
150.22,201.45,270.4,468.33,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
150.59,201.94,271.06,469.48,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
150.96,202.44,271.73,470.64,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
151.33,202.93,272.39,471.78,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
151.7,203.43,273.06,472.94,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
152.07,203.93,273.73,474.1,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
152.44,204.42,274.39,475.24,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
152.81,204.92,275.06,476.4,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
153.18,205.41,275.72,477.55,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
153.55,205.91,276.39,478.71,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
153.92,206.41,277.06,479.87,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
154.29,206.9,277.72,481.01,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
154.66,207.4,278.39,482.17,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
155.03,207.9,279.05,483.31,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
155.4,208.39,279.72,484.48,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
155.77,208.89,280.39,485.64,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
156.14,209.38,281.05,486.78,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
156.51,209.88,281.72,487.94,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
156.88,210.38,282.38,489.08,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
157.25,210.87,283.05,490.24,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
157.62,211.37,283.72,491.4,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
157.99,211.86,284.38,492.55,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
158.36,212.36,285.05,493.71,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
158.73,212.86,285.71,494.85,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
159.1,213.35,286.38,496.01,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
159.47,213.85,287.05,497.17,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
159.84,214.35,287.71,498.31,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
160.21,214.84,288.38,499.47,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
160.58,215.34,289.04,500.62,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
160.95,215.83,289.71,501.78,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
161.32,216.33,290.38,502.94,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
161.69,216.83,291.04,504.08,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
162.06,217.32,291.71,505.24,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
162.43,217.82,292.37,506.38,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
162.8,218.31,293.04,507.55,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
163.17,218.81,293.71,508.71,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
163.54,219.31,294.37,509.85,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
163.91,219.8,295.04,511.01,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
164.28,220.3,295.7,512.15,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
164.65,220.8,296.37,513.31,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
165.02,221.29,297.04,514.47,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
165.39,221.79,297.7,515.62,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
165.76,222.28,298.37,516.78,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
166.13,222.78,299.03,517.92,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
166.5,223.28,299.7,519.08,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
166.87,223.77,300.37,520.24,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
167.24,224.27,301.03,521.38,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
167.61,224.77,301.7,522.54,GV3ME63,40–63 A,GV3ME80,63–80 A,MS325-63,40–63 A,A95-30-11,95 A,3RT2076,93 A,MNX-95,95 A,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled,To be filled
